timestamp,day,count
2023-02-20 18:00:02.092768,2023-02-21,0
2023-02-20 18:00:02.092768,2023-02-20,2
2023-02-20 18:00:02.092768,2023-02-19,0
2023-02-20 18:00:02.092768,2023-02-18,2
2023-02-20 18:00:02.092768,2023-02-13,9
2023-02-21 18:00:02.245337,2023-02-22,0
2023-02-21 18:00:02.245337,2023-02-21,2
2023-02-21 18:00:02.245337,2023-02-20,3
2023-02-22 18:00:01.652093,2023-02-23,0
2023-02-22 18:00:01.652093,2023-02-22,1
2023-02-23 18:00:02.062544,2023-02-24,0
2023-02-23 18:00:02.062544,2023-02-23,4
2023-02-24 18:00:02.582758,2023-02-25,0
2023-02-24 18:00:02.582758,2023-02-24,3
2023-02-24 18:00:02.582758,2023-02-23,5
2023-02-26 01:00:02.261139,2023-02-26,0
2023-02-27 01:00:01.889769,2023-02-27,0
2023-02-27 01:00:01.889769,2023-02-26,1
2023-02-27 01:00:01.889769,2023-02-25,1
2023-02-27 18:00:02.344802,2023-02-28,0
2023-02-28 18:00:02.626675,2023-03-01,0
2023-03-01 18:00:02.576725,2023-03-02,0
2023-03-01 18:00:02.576725,2023-03-01,2
2023-03-01 18:00:02.576725,2023-02-28,1
2023-03-02 18:00:02.580385,2023-03-03,0
2023-03-02 18:00:02.580385,2023-03-01,3
2023-03-03 18:00:02.078077,2023-03-04,0
2023-03-05 01:00:02.628092,2023-03-05,0
2023-03-06 01:00:02.512841,2023-03-06,0
2023-03-06 18:00:02.294405,2023-03-07,0
2023-03-06 18:00:02.294405,2023-03-06,1
2023-03-06 18:00:02.294405,2023-03-04,1
2023-03-07 18:00:01.851470,2023-03-08,0
2023-03-07 18:00:01.851470,2023-03-07,1
2023-03-07 18:00:01.851470,2023-03-06,2
2023-03-08 18:00:02.451160,2023-03-09,0
2023-03-08 18:00:02.451160,2023-03-03,1
2023-03-09 18:00:01.918335,2023-03-10,0
2023-03-09 18:00:01.918335,2023-03-09,1
2023-03-10 18:00:02.469803,2023-03-11,0
2023-03-10 18:00:02.469803,2023-03-10,1
2023-03-12 01:00:01.845448,2023-03-12,0
2023-03-13 02:00:02.515425,2023-03-13,0
2023-03-14 07:00:02.400859,2023-03-14,0
2023-03-15 02:00:01.902021,2023-03-15,0
2023-03-16 02:00:01.915365,2023-03-16,0
2023-03-17 02:00:02.012384,2023-03-17,0
2023-03-17 18:00:02.539585,2023-03-16,1
2023-03-18 02:00:02.385796,2023-03-18,0
2023-03-19 02:00:02.458771,2023-03-19,0
